sofifa_id,player_url,short_name,long_name,matching_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
193165,https://sofifa.com/player/193165/jesus-corona/220002,J. Corona,Jesús Manuel Corona Ruíz,jesus-corona,"RM, RB, RW",82,82,30500000,22000,28,1993-01-06,173,66,236,FC Porto,Portuguese Liga ZON SAGRES,1,SUB,17,,2015-08-31,2022,83,Mexico,1386,RW,17,Right,5,5,3,High/Medium,Normal (170-185),Yes,61000000,#Acrobat,"Early Crosser, Flair, Chip Shot (AI), Technical Dribbler (AI)",83,67,79,85,74,60,79,66,71,82,74,85,82,67,71,84,86,81,91,84,87,66,71,88,39,63,73,76,79,83,68,87,75,74,72,11,6,10,14,9,,74+3,74+3,74+3,81,79,79,79,81,81+1,81+1,81+1,81+1,80+2,80+2,80+2,81+1,80+2,77+3,77+3,77+3,80+2,79+3,72+3,72+3,72+3,79+3,18+3,https://cdn.sofifa.net/players/193/165/22_120.png,https://cdn.sofifa.net/teams/236/60.png,https://cdn.sofifa.net/flags/pt.png,https://cdn.sofifa.net/teams/1386/60.png,https://cdn.sofifa.net/flags/mx.png
199823,https://sofifa.com/player/199823/jose-gomez-campana/220002,Campaña,José Ángel Gómez Campaña,jose-campana,"CM, LM, RM",82,82,30500000,43000,28,1993-05-31,179,70,1853,Levante Unión Deportiva,Spain Primera Division,1,LCM,24,,2016-08-11,2023,45,Spain,,,,Right,3,4,1,Medium/Medium,Lean (170-185),Yes,64100000,,"Finesse Shot, Playmaker (AI), Outside Foot Shot",68,74,83,82,71,72,81,73,65,84,66,83,85,78,82,85,70,66,74,80,80,76,61,82,71,76,63,71,76,86,69,83,72,75,62,8,11,6,7,10,,75+2,75+2,75+2,79,79,79,79,79,81+1,81+1,81+1,80+2,82,82,82,80+2,76+2,77+2,77+2,77+2,76+2,74+2,71+2,71+2,71+2,74+2,17+2,https://cdn.sofifa.net/players/199/823/22_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
203486,https://sofifa.com/player/203486/thorgan-hazard/220002,T. Hazard,Thorgan Hazard,thorgan-hazard,"LM, CF",82,82,30500000,75000,28,1993-03-29,175,71,22,Borussia Dortmund,German 1. Bundesliga,1,SUB,10,,2019-07-01,2024,7,Belgium,1325,LM,16,Right,4,4,2,High/High,Lean (170-185),Yes,51900000,"#Dribbler, #Acrobat","Flair, Technical Dribbler (AI)",80,76,80,85,52,66,81,74,39,82,77,86,82,81,72,84,84,76,91,81,88,77,60,78,65,76,57,63,80,82,79,78,56,46,48,6,9,7,7,8,,75+2,75+2,75+2,82,80,80,80,82,81+1,81+1,81+1,81+1,78+2,78+2,78+2,81+1,71+2,68+2,68+2,68+2,71+2,67+2,58+2,58+2,58+2,67+2,16+2,https://cdn.sofifa.net/players/203/486/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
216547,https://sofifa.com/player/216547/rafael-a-ferreira-silva/220002,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,rafa-silva,"RM, LM",82,82,30500000,22000,28,1993-05-17,170,63,234,SL Benfica,Portuguese Liga ZON SAGRES,1,RM,27,,2016-08-31,2024,38,Portugal,1354,RW,15,Right,3,4,2,High/Medium,Lean (170-),Yes,61000000,"#Speedster, #Dribbler, #Acrobat","Speed Dribbler (AI), Outside Foot Shot",94,73,74,86,50,52,78,74,46,77,68,86,78,56,62,85,93,94,90,83,89,75,64,77,40,71,47,58,80,78,59,81,52,47,39,9,11,11,12,8,,75+2,75+2,75+2,82,81,81,81,82,81+1,81+1,81+1,81+1,75+2,75+2,75+2,81+1,70+2,63+2,63+2,63+2,70+2,66+2,54+2,54+2,54+2,66+2,18+2,https://cdn.sofifa.net/players/216/547/22_120.png,https://cdn.sofifa.net/teams/234/60.png,https://cdn.sofifa.net/flags/pt.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
219693,https://sofifa.com/player/219693/diego-carlos-santos-silva/220002,Diego Carlos,Diego Carlos Santos Silva,diego-carlos,CB,82,84,30500000,37000,28,1993-03-15,185,86,481,Sevilla FC,Spain Primera Division,1,LCB,20,,2019-07-01,2024,54,Brazil,,,,Right,4,3,2,Medium/High,Stocky (185+),No,66300000,#Strength,Long Passer (AI),76,47,63,68,81,83,35,32,79,76,34,65,47,71,74,71,77,75,68,84,53,73,82,73,87,57,85,82,52,63,41,75,83,79,81,7,10,14,7,11,,63+2,63+2,63+2,62,65,65,65,62,66+2,66+2,66+2,64+2,70+2,70+2,70+2,64+2,73+2,78+2,78+2,78+2,73+2,75+2,81+2,81+2,81+2,75+2,17+2,https://cdn.sofifa.net/players/219/693/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
210411,https://sofifa.com/player/210411/otavio-edmilson-da-silva-monteiro/220002,Otávio,Otávio Edmilson da Silva Monteiro,otavio,"LM, RM, CM",81,82,30500000,19000,26,1995-02-09,172,71,236,FC Porto,Portuguese Liga ZON SAGRES,1,RM,25,,2014-09-01,2025,38,Portugal,1354,SUB,16,Right,3,4,1,High/High,Normal (170-185),Yes,63300000,#Dribbler,"Flair, Long Passer (AI), Playmaker (AI), Technical Dribbler (AI)",78,69,79,85,63,68,79,68,57,79,63,86,80,72,77,85,80,76,85,82,82,73,45,80,60,67,77,62,77,82,72,81,66,67,52,11,12,9,10,15,,74+2,74+2,74+2,80,79,79,79,80,80+2,80+2,80+2,80+2,78+2,78+2,78+2,80+2,73+2,73+2,73+2,73+2,73+2,71+2,65+2,65+2,65+2,71+2,20+2,https://cdn.sofifa.net/players/210/411/22_120.png,https://cdn.sofifa.net/teams/236/60.png,https://cdn.sofifa.net/flags/pt.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
226110,https://sofifa.com/player/226110/nicolas-pepe/220002,N. Pépé,Nicolas Pépé,nicolas-pepe,"RM, RW",81,82,30500000,95000,26,1995-05-29,183,73,1,Arsenal,English Premier League,1,RM,19,,2019-08-01,2024,108,Côte d'Ivoire,,,,Left,2,4,2,High/Medium,Unique,Yes,60200000,,"Finesse Shot, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",88,79,75,83,36,65,77,79,57,76,70,85,81,79,66,81,88,88,88,77,79,81,66,77,68,78,43,33,77,76,85,77,36,34,30,11,14,11,6,8,,77+2,77+2,77+2,81,80,80,80,81,79+2,79+2,79+2,80+2,72+2,72+2,72+2,80+2,62+2,57+2,57+2,57+2,62+2,58+2,48+2,48+2,48+2,58+2,17+2,https://cdn.sofifa.net/players/226/110/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ci.png
229261,https://sofifa.com/player/229261/denis-zakaria/220002,D. Zakaria,Denis Lemi Zakaria Lako Lado,denis-zakaria,"CDM, CB",80,86,30500000,28000,24,1996-11-20,191,81,23,Borussia Mönchengladbach,German 1. Bundesliga,1,SUB,8,,2017-07-01,2022,47,Switzerland,,,,Right,3,3,2,High/Medium,Normal (185+),Yes,58000000,,Playmaker (AI),83,64,72,75,80,84,67,66,67,79,35,76,63,46,73,76,79,86,67,82,64,73,66,81,87,63,85,80,65,73,38,83,81,82,79,12,12,7,13,11,,72+2,72+2,72+2,74,74,74,74,74,74+2,74+2,74+2,75+2,76+2,76+2,76+2,75+2,79+2,79+2,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,19+2,https://cdn.sofifa.net/players/229/261/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
246147,https://sofifa.com/player/246147/mason-greenwood/220002,M. Greenwood,Mason Greenwood,mason-greenwood,"RM, ST",78,89,30500000,56000,19,2001-10-01,181,70,11,Manchester United,English Premier League,1,RM,11,,2018-10-02,2025,14,England,,,,Left,5,3,1,High/Medium,Lean (170-185),Yes,62500000,,"Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",84,78,73,79,39,68,72,77,65,76,68,81,75,65,69,78,83,84,81,77,76,83,67,74,69,78,59,34,79,73,67,76,35,39,33,5,6,6,9,8,,77+2,77+2,77+2,78,78,78,78,78,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,61+2,58+2,58+2,58+2,61+2,58+2,51+2,51+2,51+2,58+2,15+2,https://cdn.sofifa.net/players/246/147/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
192774,https://sofifa.com/player/192774/kostas-manolas/220002,K. Manolas,Konstantinos Manolas,kostas-manolas,CB,83,83,30000000,80000,30,1991-06-14,189,83,48,Napoli,Italian Serie A,1,RCB,44,,2019-07-02,2024,22,Greece,,,,Right,2,2,3,Low/Medium,Normal (185+),Yes,51000000,#Tactician ,Dives Into Tackles (AI),81,25,44,62,85,81,27,25,80,65,16,54,30,10,61,66,77,84,70,81,60,40,91,69,83,12,86,86,25,22,26,83,85,85,87,8,6,8,15,12,,52+3,52+3,52+3,51,50,50,50,51,51+3,51+3,51+3,54+3,57+3,57+3,57+3,54+3,71+3,74+3,74+3,74+3,71+3,75+3,83,83,83,75+3,18+3,https://cdn.sofifa.net/players/192/774/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/gr.png
197655,https://sofifa.com/player/197655/sebastian-coates/220002,S. Coates,Sebastián Coates Nión,sebastian-coates,CB,83,83,30000000,21000,30,1990-10-07,196,92,237,Sporting CP,Portuguese Liga ZON SAGRES,1,CB,4,,2017-01-31,2023,60,Uruguay,,,,Right,3,2,3,Medium/Medium,Normal (185+),Yes,60000000,"#Aerial Threat, #Tackling, #Strength","Solid Player, Dives Into Tackles (AI), Leadership, Long Passer (AI), Team Player",68,49,55,63,84,87,17,55,82,74,48,65,39,19,72,70,65,70,37,77,31,50,57,80,94,30,84,82,49,60,72,79,85,86,85,16,13,15,16,13,,64+3,64+3,64+3,58,63,63,63,58,63+3,63+3,63+3,62+3,69+3,69+3,69+3,62+3,71+3,79+3,79+3,79+3,71+3,74+3,83,83,83,74+3,21+3,https://cdn.sofifa.net/players/197/655/22_120.png,https://cdn.sofifa.net/teams/237/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/uy.png
234642,https://sofifa.com/player/234642/edouard-mendy/220002,É. Mendy,Édouard Mendy,edouard-mendy,GK,83,85,30000000,105000,29,1992-03-01,197,86,5,Chelsea,English Premier League,1,GK,16,,2020-09-24,2025,136,Senegal,,,,Right,2,1,2,Medium/Medium,Lean (185+),Yes,57800000,,"Leadership, Comes For Crosses",,,,,,,10,5,10,39,9,13,13,14,46,31,36,33,48,80,27,59,39,35,72,9,22,13,6,44,13,57,10,11,13,83,82,78,81,84,35,28+2,28+2,28+2,26,29,29,29,26,31+2,31+2,31+2,29+2,34+2,34+2,34+2,29+2,26+2,31+2,31+2,31+2,26+2,25+2,25+2,25+2,25+2,25+2,82+2,https://cdn.sofifa.net/players/234/642/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/sn.png
188152,https://sofifa.com/player/188152/oscar-dos-santos-emboaba/220002,Oscar,Oscar dos Santos Emboaba Júnior,oscar,"CAM, CM, LW",82,82,30000000,38000,29,1991-09-09,179,70,112540,Shanghai Port FC,Chinese Super League,1,CAM,8,,2017-01-01,2024,54,Brazil,,,,Right,3,4,3,High/Medium,Lean (170-185),Yes,46500000,,"Solid Player, Long Passer (AI), Outside Foot Shot, Technical Dribbler (AI)",78,79,82,82,59,67,81,78,59,85,72,81,77,78,84,83,82,74,87,78,86,80,76,84,60,82,60,52,81,78,70,79,66,59,55,12,10,15,12,12,,77+3,77+3,77+3,81,80,80,80,81,81+1,81+1,81+1,81+1,79+3,79+3,79+3,81+1,72+3,71+3,71+3,71+3,72+3,69+3,63+3,63+3,63+3,69+3,19+3,https://cdn.sofifa.net/players/188/152/22_120.png,https://cdn.sofifa.net/teams/112540/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/br.png
189242,https://sofifa.com/player/189242/philippe-coutinho-correia/220002,Coutinho,Philippe Coutinho Correia,philippe-coutinho,"CAM, LW, CM",82,82,30000000,165000,29,1992-06-12,172,68,241,FC Barcelona,Spain Primera Division,1,SUB,14,,2018-01-06,2023,54,Brazil,,,,Right,4,5,4,High/Medium,Normal (170-185),Yes,61500000,"#Dribbler, #FK Specialist, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",69,79,80,88,52,59,78,75,48,80,78,89,90,86,77,89,74,65,89,80,92,82,58,74,52,86,59,49,80,82,70,79,55,54,47,12,7,9,14,6,,75+3,75+3,75+3,81,81,81,81,81,82,82,82,80+2,79+3,79+3,79+3,80+2,68+3,67+3,67+3,67+3,68+3,64+3,57+3,57+3,57+3,64+3,17+3,https://cdn.sofifa.net/players/189/242/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
192318,https://sofifa.com/player/192318/mario-gotze/220002,M. Götze,Mario Götze,mario-gotze,"CAM, CM",82,82,30000000,29000,29,1992-06-03,177,71,247,PSV,Holland Eredivisie,1,CAM,27,,2020-10-06,2024,21,Germany,,,,Right,4,4,4,Medium/Medium,Normal (170-185),Yes,42000000,,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",68,75,83,84,55,69,82,75,47,85,85,84,81,72,82,88,69,67,76,82,83,75,58,75,71,68,59,66,79,86,79,87,64,42,53,14,7,12,6,10,,75+3,75+3,75+3,80,80,80,80,80,82,82,82,81+1,80+2,80+2,80+2,81+1,71+3,71+3,71+3,71+3,71+3,67+3,61+3,61+3,61+3,67+3,17+3,https://cdn.sofifa.net/players/192/318/22_120.png,https://cdn.sofifa.net/teams/247/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/de.png
193301,https://sofifa.com/player/193301/alexandre-lacazette/220002,A. Lacazette,Alexandre Lacazette,alexandre-lacazette,ST,82,82,30000000,110000,30,1991-05-28,175,73,1,Arsenal,English Premier League,1,SUB,9,,2017-07-05,2022,18,France,,,,Right,4,4,3,High/High,Unique,Yes,57000000,,Technical Dribbler (AI),75,82,74,82,44,72,68,83,75,79,79,83,74,74,70,82,77,73,81,82,82,87,76,66,75,78,73,42,82,75,79,80,39,45,32,11,6,9,5,6,,81+1,81+1,81+1,79,81,81,81,79,80+2,80+2,80+2,78+3,74+3,74+3,74+3,78+3,61+3,62+3,62+3,62+3,61+3,59+3,57+3,57+3,57+3,59+3,15+3,https://cdn.sofifa.net/players/193/301/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fr.png
197781,https://sofifa.com/player/197781/francisco-roman-alarcon-suarez/220002,Isco,Francisco Román Alarcón Suárez,isco,"CAM, CM, LW",82,82,30000000,175000,29,1992-04-21,176,79,243,Real Madrid CF,Spain Primera Division,1,SUB,22,,2013-07-03,2022,45,Spain,,,,Right,3,4,3,Medium/Low,Normal (170-185),Yes,61500000,#Dribbler,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",66,75,80,88,59,59,78,76,55,81,67,91,88,76,80,90,70,62,81,75,90,69,60,59,59,78,58,61,77,81,74,83,58,64,51,10,8,12,15,6,,74+3,74+3,74+3,80,79,79,79,80,81+1,81+1,81+1,79+3,79+3,79+3,79+3,79+3,69+3,70+3,70+3,70+3,69+3,66+3,62+3,62+3,62+3,66+3,17+3,https://cdn.sofifa.net/players/197/781/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
199110,https://sofifa.com/player/199110/luis-muriel/220002,L. Muriel,Luis Fernando Muriel Fruto,luis-muriel,ST,82,82,30000000,70000,30,1991-04-16,179,79,39,Atalanta,Italian Serie A,1,SUB,9,,2019-07-01,2024,56,Colombia,,,,Right,4,4,2,High/Medium,Normal (170-185),Yes,51000000,#Dribbler,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",89,83,74,86,27,67,71,84,69,80,78,88,79,78,55,83,87,90,85,84,88,81,60,73,72,84,50,16,83,78,89,82,26,24,22,8,10,10,14,6,,82,82,82,,83-1,83-1,83-1,,82,82,82,81+1,72+2,72+2,72+2,81+1,58+2,52+2,52+2,52+2,58+2,53+2,45+2,45+2,45+2,53+2,18+2,https://cdn.sofifa.net/players/199/110/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/co.png
205070,https://sofifa.com/player/205070/cristian-portugues-manzanera/220002,Portu,Cristian Portugués Manzanera,portu,"RW, RM, LW",82,82,30000000,51000,29,1992-05-21,167,66,457,Real Sociedad,Spain Primera Division,1,SUB,7,,2019-07-07,2024,45,Spain,,,,Right,4,3,1,High/High,Normal (170-),Yes,63000000,#Engine,"Finesse Shot, Speed Dribbler (AI)",90,78,77,79,59,79,78,81,77,77,74,78,80,64,76,80,89,90,83,81,82,82,75,88,74,74,82,55,83,79,53,77,55,61,59,14,10,15,15,13,,81+1,81+1,81+1,81,81,81,81,81,80+2,80+2,80+2,81+1,77+2,77+2,77+2,81+1,73+2,70+2,70+2,70+2,73+2,71+2,67+2,67+2,67+2,71+2,21+2,https://cdn.sofifa.net/players/205/070/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
204311,https://sofifa.com/player/204311/kurt-zouma/220002,K. Zouma,Kurt Happy Zouma,kurt-zouma,CB,81,84,30000000,75000,26,1994-10-27,190,95,19,West Ham United,English Premier League,1,SUB,4,,2021-08-28,2025,18,France,1335,SUB,15,Right,3,2,2,Medium/Medium,Normal (185+),Yes,59300000,#Strength,Power Header,65,51,63,57,81,85,49,47,84,72,47,50,60,59,68,64,54,74,52,78,52,63,91,67,93,49,84,80,49,60,59,69,81,82,78,14,14,7,9,15,,62+2,62+2,62+2,58,60,60,60,58,60+2,60+2,60+2,60+2,66+2,66+2,66+2,60+2,70+2,75+2,75+2,75+2,70+2,73+2,81+2,81+2,81+2,73+2,20+2,https://cdn.sofifa.net/players/204/311/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
205175,https://sofifa.com/player/205175/arkadiusz-milik/220002,A. Milik,Arkadiusz Krystian Milik,arkadiusz-milik,ST,81,82,30000000,81000,27,1994-02-28,186,78,219,Olympique de Marseille,French Ligue 1,1,ST,9,Napoli,,2022,37,Poland,,,,Left,3,4,3,Medium/Medium,Normal (185+),Yes,,#Poacher,"Injury Prone, Outside Foot Shot",64,84,67,76,39,71,63,85,79,70,78,77,76,84,62,81,60,68,66,76,63,86,65,63,78,82,67,36,84,64,79,78,35,34,32,9,16,16,15,6,,80+2,80+2,80+2,74,77,77,77,74,74+3,74+3,74+3,72+3,68+3,68+3,68+3,72+3,56+3,56+3,56+3,56+3,56+3,54+3,53+3,53+3,53+3,54+3,19+3,https://cdn.sofifa.net/players/205/175/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/pl.png
208596,https://sofifa.com/player/208596/andrea-belotti/220002,A. Belotti,Andrea Belotti,andrea-belotti,ST,81,82,30000000,61000,27,1993-12-20,181,84,54,Torino F.C.,Italian Serie A,1,ST,9,,2015-08-18,2022,27,Italy,,,,Right,5,3,3,High/High,Normal (170-185),Yes,53300000,,"Leadership, Power Header, Outside Foot Shot, Team Player",76,81,59,78,38,83,42,88,84,71,82,78,64,56,48,77,74,78,75,81,77,81,83,78,85,67,83,31,86,61,77,81,44,23,32,13,7,12,14,7,,81+1,81+1,81+1,74,78,78,78,74,74+3,74+3,74+3,72+3,66+3,66+3,66+3,72+3,56+3,55+3,55+3,55+3,56+3,54+3,55+3,55+3,55+3,54+3,18+3,https://cdn.sofifa.net/players/208/596/22_120.png,https://cdn.sofifa.net/teams/54/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
210008,https://sofifa.com/player/210008/adrien-rabiot/220002,A. Rabiot,Adrien Rabiot,adrien-rabiot,"CM, CDM",81,82,30000000,87000,26,1995-04-03,192,80,45,Juventus,Italian Serie A,1,LDM,25,,2019-07-01,2023,18,France,1335,LCM,14,Left,3,3,2,Medium/Medium,Lean (185+),Yes,51800000,,,76,74,76,80,76,79,70,69,69,84,69,80,55,59,80,84,70,81,69,82,69,86,73,86,80,76,69,80,76,75,67,80,70,81,75,9,12,9,7,15,,77+2,77+2,77+2,77,78,78,78,77,79+2,79+2,79+2,78+2,81+1,81+1,81+1,78+2,79+2,80+2,80+2,80+2,79+2,78+2,77+2,77+2,77+2,78+2,19+2,https://cdn.sofifa.net/players/210/008/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
216201,https://sofifa.com/player/216201/inaki-williams-arthuer/220002,Iñaki Williams,Iñaki Williams Arthuer,inaki,"ST, RW",81,82,30000000,39000,27,1994-06-15,186,80,448,Athletic Club de Bilbao,Spain Primera Division,1,LS,9,,2012-08-01,2028,45,Spain,,,,Right,2,4,2,High/Medium,Normal (185+),Yes,65300000,#Speedster,"Solid Player, Leadership, Speed Dribbler (AI), Outside Foot Shot, Team Player, Chip Shot (AI)",94,78,72,78,37,81,76,77,73,74,74,81,76,53,66,76,93,94,78,82,62,85,88,83,82,77,75,21,85,73,64,81,42,34,29,14,15,14,10,13,,81+1,81+1,81+1,80,80,80,80,80,78+2,78+2,78+2,80+2,71+2,71+2,71+2,80+2,61+2,57+2,57+2,57+2,61+2,58+2,53+2,53+2,53+2,58+2,21+2,https://cdn.sofifa.net/players/216/201/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
225953,https://sofifa.com/player/225953/steven-bergwijn/220002,S. Bergwijn,Steven Charles Bergwijn,steven-bergwijn,"LM, LW, RM",80,84,30000000,82000,23,1997-10-08,178,78,18,Tottenham Hotspur,English Premier League,1,SUB,23,,2020-01-29,2025,34,Netherlands,105035,SUB,7,Right,2,4,2,High/Medium,Stocky (170-185),Yes,59300000,,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",85,78,75,82,39,69,77,75,60,80,75,84,78,66,63,82,87,84,79,78,89,84,68,74,75,81,50,34,78,77,68,76,52,28,26,11,14,12,14,13,,78+2,78+2,78+2,80,80,80,80,80,79+2,79+2,79+2,79+2,72+2,72+2,72+2,79+2,62+2,58+2,58+2,58+2,62+2,58+2,51+2,51+2,51+2,58+2,20+2,https://cdn.sofifa.net/players/225/953/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
226754,https://sofifa.com/player/226754/ismael-bennacer/220002,I. Bennacer,Ismaël Bennacer,ismael-bennacer,"CM, CDM",80,84,30000000,41000,23,1997-12-01,175,70,47,AC Milan,Italian Serie A,1,SUB,4,,2019-08-04,2024,97,Algeria,,,,Left,3,4,2,Medium/Medium,Lean (170-185),No,53300000,#Acrobat,Technical Dribbler (AI),73,67,80,84,73,73,72,63,62,84,64,84,70,73,83,84,80,67,86,81,88,74,78,79,66,72,81,75,64,81,68,79,74,76,69,9,12,10,16,15,,72+2,72+2,72+2,77,76,76,76,77,79+2,79+2,79+2,78+2,80+2,80+2,80+2,78+2,77+2,79+2,79+2,79+2,77+2,75+2,74+2,74+2,74+2,75+2,20+2,https://cdn.sofifa.net/players/226/754/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/dz.png
229927,https://sofifa.com/player/229927/gerson-santos-da-silva/220002,Gerson,Gerson Santos da Silva,gerson,CM,80,84,30000000,41000,24,1997-05-20,184,72,219,Olympique de Marseille,French Ligue 1,1,CM,8,,2021-07-02,2026,54,Brazil,,,,Left,2,3,2,Medium/Medium,Normal (170-185),No,59300000,,,74,64,79,80,78,77,73,61,54,86,56,77,79,60,79,84,73,74,79,84,81,69,68,77,76,65,81,81,74,77,67,78,79,82,78,14,13,13,9,9,,71+2,71+2,71+2,76,76,76,76,76,78+2,78+2,78+2,77+2,80+2,80+2,80+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,77+2,77+2,77+2,78+2,19+2,https://cdn.sofifa.net/players/229/927/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/br.png
225116,https://sofifa.com/player/225116/alex-meret/220002,A. Meret,Alex Meret,alex-meret,GK,79,86,30000000,40000,24,1997-03-22,190,83,48,Napoli,Italian Serie A,1,SUB,1,,2018-07-05,2023,27,Italy,1343,SUB,26,Left,3,1,2,Medium/Medium,Lean (185+),No,57000000,,,,,,,,,15,17,19,29,20,16,20,21,22,22,41,48,37,74,48,53,68,29,65,17,22,22,20,21,21,67,10,21,12,80,74,70,78,82,44,32+2,32+2,32+2,27,29,29,29,27,27+2,27+2,27+2,28+2,27+2,27+2,27+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2,28+2,28+2,28+2,27+2,78+2,https://cdn.sofifa.net/players/225/116/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
